cod_disc,nome_disc,ementa,ppc_comp,abet_so,justificativa_abet
EPR0071,PROJETO DE SISTEMAS DE PRODUÃ‡ÃƒO 1,"Apresentação da visão geral dos PSPs e especificamente a do PSP1. Aulas teóricas sobre os seguintes tópicos: gestão do conhecimento, normas ABNT e modelos de relatórios aspectos comportamentais (trabalho em equipe, comunicação, desenvolvimento pessoal) gestão de projetos e acesso a base de dados. Apresentação de uma situação-problema. Desenvolvimento do projeto de solução da situação-problema. Apresentações das soluções para a situação-problema.",PPC-EP-06,"SO4 - uma habilidade de reconhecer responsabilidades éticas e profissionais em situações de engenharia e tomar decisões informadas, que considerem o impacto das soluções de engenharia nos contextos global, econômico, ambiental e social.","A disciplina PROJETO DE SISTEMAS DE PRODUÇÃO 1 foi associada ao SO4 porque, conforme sua ementa, contribui para desenvolver a habilidade de reconhecer responsabilidades éticas e profissionais e avaliar o impacto das soluções de engenharia em contextos globais, econômicos, ambientais e sociais."
EPR0071,PROJETO DE SISTEMAS DE PRODUÃ‡ÃƒO 1,"Apresentação da visão geral dos PSPs e especificamente a do PSP1. Aulas teóricas sobre os seguintes tópicos: gestão do conhecimento, normas ABNT e modelos de relatórios aspectos comportamentais (trabalho em equipe, comunicação, desenvolvimento pessoal) gestão de projetos e acesso a base de dados. Apresentação de uma situação-problema. Desenvolvimento do projeto de solução da situação-problema. Apresentações das soluções para a situação-problema.",PPC-EP-01,"SO5 - uma habilidade de atuar de forma eficaz em uma equipe cujos membros, em conjunto, fornecem liderança, criam um ambiente colaborativo, estabelecem metas, planejam tarefas e alcançam objetivos.","A disciplina PROJETO DE SISTEMAS DE PRODUÇÃO 1 foi associada ao SO5 porque, conforme sua ementa, contribui para desenvolver a habilidade de atuar de forma efetiva em equipes, exercendo liderança, colaboração e organização para cumprir metas e planos."
EPR0071,PROJETO DE SISTEMAS DE PRODUÃ‡ÃƒO 1,"Apresentação da visão geral dos PSPs e especificamente a do PSP1. Aulas teóricas sobre os seguintes tópicos: gestão do conhecimento, normas ABNT e modelos de relatórios aspectos comportamentais (trabalho em equipe, comunicação, desenvolvimento pessoal) gestão de projetos e acesso a base de dados. Apresentação de uma situação-problema. Desenvolvimento do projeto de solução da situação-problema. Apresentações das soluções para a situação-problema.",PPC-EP-02,"SO5 - uma habilidade de atuar de forma eficaz em uma equipe cujos membros, em conjunto, fornecem liderança, criam um ambiente colaborativo, estabelecem metas, planejam tarefas e alcançam objetivos.","A disciplina PROJETO DE SISTEMAS DE PRODUÇÃO 1 foi associada ao SO5 porque, conforme sua ementa, contribui para desenvolver a habilidade de atuar de forma efetiva em equipes, exercendo liderança, colaboração e organização para cumprir metas e planos."
EPR0071,PROJETO DE SISTEMAS DE PRODUÃ‡ÃƒO 1,"Apresentação da visão geral dos PSPs e especificamente a do PSP1. Aulas teóricas sobre os seguintes tópicos: gestão do conhecimento, normas ABNT e modelos de relatórios aspectos comportamentais (trabalho em equipe, comunicação, desenvolvimento pessoal) gestão de projetos e acesso a base de dados. Apresentação de uma situação-problema. Desenvolvimento do projeto de solução da situação-problema. Apresentações das soluções para a situação-problema.",PPC-EP-06,"SO5 - uma habilidade de atuar de forma eficaz em uma equipe cujos membros, em conjunto, fornecem liderança, criam um ambiente colaborativo, estabelecem metas, planejam tarefas e alcançam objetivos.","A disciplina PROJETO DE SISTEMAS DE PRODUÇÃO 1 foi associada ao SO5 porque, conforme sua ementa, contribui para desenvolver a habilidade de atuar de forma efetiva em equipes, exercendo liderança, colaboração e organização para cumprir metas e planos."
EPR0071,PROJETO DE SISTEMAS DE PRODUÃ‡ÃƒO 1,"Apresentação da visão geral dos PSPs e especificamente a do PSP1. Aulas teóricas sobre os seguintes tópicos: gestão do conhecimento, normas ABNT e modelos de relatórios aspectos comportamentais (trabalho em equipe, comunicação, desenvolvimento pessoal) gestão de projetos e acesso a base de dados. Apresentação de uma situação-problema. Desenvolvimento do projeto de solução da situação-problema. Apresentações das soluções para a situação-problema.",PPC-EP-01,"SO6 - uma habilidade de desenvolver e conduzir experimentação apropriada, analisar e interpretar dados e usar o julgamento de engenharia para tirar conclusões.","A disciplina PROJETO DE SISTEMAS DE PRODUÇÃO 1 foi associada ao SO6 porque, conforme sua ementa, contribui para desenvolver a habilidade de planejar e conduzir experimentos, analisar e interpretar dados e usar julgamento de engenharia para tirar conclusões fundamentadas."
EPR0071,PROJETO DE SISTEMAS DE PRODUÃ‡ÃƒO 1,"Apresentação da visão geral dos PSPs e especificamente a do PSP1. Aulas teóricas sobre os seguintes tópicos: gestão do conhecimento, normas ABNT e modelos de relatórios aspectos comportamentais (trabalho em equipe, comunicação, desenvolvimento pessoal) gestão de projetos e acesso a base de dados. Apresentação de uma situação-problema. Desenvolvimento do projeto de solução da situação-problema. Apresentações das soluções para a situação-problema.",PPC-EP-02,"SO6 - uma habilidade de desenvolver e conduzir experimentação apropriada, analisar e interpretar dados e usar o julgamento de engenharia para tirar conclusões.","A disciplina PROJETO DE SISTEMAS DE PRODUÇÃO 1 foi associada ao SO6 porque, conforme sua ementa, contribui para desenvolver a habilidade de planejar e conduzir experimentos, analisar e interpretar dados e usar julgamento de engenharia para tirar conclusões fundamentadas."
EPR0071,PROJETO DE SISTEMAS DE PRODUÃ‡ÃƒO 1,"Apresentação da visão geral dos PSPs e especificamente a do PSP1. Aulas teóricas sobre os seguintes tópicos: gestão do conhecimento, normas ABNT e modelos de relatórios aspectos comportamentais (trabalho em equipe, comunicação, desenvolvimento pessoal) gestão de projetos e acesso a base de dados. Apresentação de uma situação-problema. Desenvolvimento do projeto de solução da situação-problema. Apresentações das soluções para a situação-problema.",PPC-EP-06,"SO6 - uma habilidade de desenvolver e conduzir experimentação apropriada, analisar e interpretar dados e usar o julgamento de engenharia para tirar conclusões.","A disciplina PROJETO DE SISTEMAS DE PRODUÇÃO 1 foi associada ao SO6 porque, conforme sua ementa, contribui para desenvolver a habilidade de planejar e conduzir experimentos, analisar e interpretar dados e usar julgamento de engenharia para tirar conclusões fundamentadas."
EPR0071,PROJETO DE SISTEMAS DE PRODUÃ‡ÃƒO 1,"Apresentação da visão geral dos PSPs e especificamente a do PSP1. Aulas teóricas sobre os seguintes tópicos: gestão do conhecimento, normas ABNT e modelos de relatórios aspectos comportamentais (trabalho em equipe, comunicação, desenvolvimento pessoal) gestão de projetos e acesso a base de dados. Apresentação de uma situação-problema. Desenvolvimento do projeto de solução da situação-problema. Apresentações das soluções para a situação-problema.",PPC-EP-01,"SO7 - uma habilidade de adquirir e aplicar novos conhecimentos conforme necessário, utilizando estratégias de aprendizagem apropriadas.","A disciplina PROJETO DE SISTEMAS DE PRODUÇÃO 1 foi associada ao SO7 porque, conforme sua ementa, contribui para desenvolver a habilidade de buscar, selecionar e aplicar novos conhecimentos quando necessário, utilizando estratégias adequadas de aprendizagem ao longo da vida."
EPR0071,PROJETO DE SISTEMAS DE PRODUÃ‡ÃƒO 1,"Apresentação da visão geral dos PSPs e especificamente a do PSP1. Aulas teóricas sobre os seguintes tópicos: gestão do conhecimento, normas ABNT e modelos de relatórios aspectos comportamentais (trabalho em equipe, comunicação, desenvolvimento pessoal) gestão de projetos e acesso a base de dados. Apresentação de uma situação-problema. Desenvolvimento do projeto de solução da situação-problema. Apresentações das soluções para a situação-problema.",PPC-EP-02,"SO7 - uma habilidade de adquirir e aplicar novos conhecimentos conforme necessário, utilizando estratégias de aprendizagem apropriadas.","A disciplina PROJETO DE SISTEMAS DE PRODUÇÃO 1 foi associada ao SO7 porque, conforme sua ementa, contribui para desenvolver a habilidade de buscar, selecionar e aplicar novos conhecimentos quando necessário, utilizando estratégias adequadas de aprendizagem ao longo da vida."
EPR0071,PROJETO DE SISTEMAS DE PRODUÃ‡ÃƒO 1,"Apresentação da visão geral dos PSPs e especificamente a do PSP1. Aulas teóricas sobre os seguintes tópicos: gestão do conhecimento, normas ABNT e modelos de relatórios aspectos comportamentais (trabalho em equipe, comunicação, desenvolvimento pessoal) gestão de projetos e acesso a base de dados. Apresentação de uma situação-problema. Desenvolvimento do projeto de solução da situação-problema. Apresentações das soluções para a situação-problema.",PPC-EP-06,"SO7 - uma habilidade de adquirir e aplicar novos conhecimentos conforme necessário, utilizando estratégias de aprendizagem apropriadas.","A disciplina PROJETO DE SISTEMAS DE PRODUÇÃO 1 foi associada ao SO7 porque, conforme sua ementa, contribui para desenvolver a habilidade de buscar, selecionar e aplicar novos conhecimentos quando necessário, utilizando estratégias adequadas de aprendizagem ao longo da vida."
EST0023,PROBABILIDADE E ESTATÃSTICA,"Análise Descritiva, Cálculo de Probabilidades, Variáveis Aleatórias Discretas, Variáveis Aleatórias Contínuas, Variáveis Aleatórias Multidimensionais, Noções de Amostragem e Estimação, Testes de Hipóteses.",PPC-EP-01,"SO1 - uma habilidade de identificar, formular e resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática.","A disciplina PROBABILIDADE E ESTATÍSTICA foi associada ao SO1 porque, conforme sua ementa, contribui para desenvolver a habilidade de resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática."
EST0023,PROBABILIDADE E ESTATÃSTICA,"Análise Descritiva, Cálculo de Probabilidades, Variáveis Aleatórias Discretas, Variáveis Aleatórias Contínuas, Variáveis Aleatórias Multidimensionais, Noções de Amostragem e Estimação, Testes de Hipóteses.",PPC-EP-06,"SO1 - uma habilidade de identificar, formular e resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática.","A disciplina PROBABILIDADE E ESTATÍSTICA foi associada ao SO1 porque, conforme sua ementa, contribui para desenvolver a habilidade de resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática."
EST0023,PROBABILIDADE E ESTATÃSTICA,"Análise Descritiva, Cálculo de Probabilidades, Variáveis Aleatórias Discretas, Variáveis Aleatórias Contínuas, Variáveis Aleatórias Multidimensionais, Noções de Amostragem e Estimação, Testes de Hipóteses.",PPC-EP-01,"SO6 - uma habilidade de desenvolver e conduzir experimentação apropriada, analisar e interpretar dados e usar o julgamento de engenharia para tirar conclusões.","A disciplina PROBABILIDADE E ESTATÍSTICA foi associada ao SO6 porque, conforme sua ementa, contribui para desenvolver a habilidade de planejar e conduzir experimentos, analisar e interpretar dados e usar julgamento de engenharia para tirar conclusões fundamentadas."
EST0023,PROBABILIDADE E ESTATÃSTICA,"Análise Descritiva, Cálculo de Probabilidades, Variáveis Aleatórias Discretas, Variáveis Aleatórias Contínuas, Variáveis Aleatórias Multidimensionais, Noções de Amostragem e Estimação, Testes de Hipóteses.",PPC-EP-06,"SO6 - uma habilidade de desenvolver e conduzir experimentação apropriada, analisar e interpretar dados e usar o julgamento de engenharia para tirar conclusões.","A disciplina PROBABILIDADE E ESTATÍSTICA foi associada ao SO6 porque, conforme sua ementa, contribui para desenvolver a habilidade de planejar e conduzir experimentos, analisar e interpretar dados e usar julgamento de engenharia para tirar conclusões fundamentadas."
IQD0125,QUIMICA GERAL TEORICA,"Abordagem conceitual dos princípios fundamentais da Química e suas aplicações, usando exemplo de compostos orgânicos e inorgânicos. Ênfase à interface da Química com as diversas áreas do conhecimento. Introdução ao trabalho em laboratório de química. Observação e interpretação de fenômenos químicos através da realização de experimentos representativos que correlacionem o aspecto conceitual à vida cotidiana de uma maneira estimulante.",PPC-EP-06,"SO1 - uma habilidade de identificar, formular e resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática.","A disciplina QUIMICA GERAL TEORICA foi associada ao SO1 porque, conforme sua ementa, contribui para desenvolver a habilidade de resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática."
IQD0125,QUIMICA GERAL TEORICA,"Abordagem conceitual dos princípios fundamentais da Química e suas aplicações, usando exemplo de compostos orgânicos e inorgânicos. Ênfase à interface da Química com as diversas áreas do conhecimento. Introdução ao trabalho em laboratório de química. Observação e interpretação de fenômenos químicos através da realização de experimentos representativos que correlacionem o aspecto conceitual à vida cotidiana de uma maneira estimulante.",PPC-EP-06,"SO6 - uma habilidade de desenvolver e conduzir experimentação apropriada, analisar e interpretar dados e usar o julgamento de engenharia para tirar conclusões.","A disciplina QUIMICA GERAL TEORICA foi associada ao SO6 porque, conforme sua ementa, contribui para desenvolver a habilidade de planejar e conduzir experimentos, analisar e interpretar dados e usar julgamento de engenharia para tirar conclusões fundamentadas."
IQD0125,QUIMICA GERAL TEORICA,"Abordagem conceitual dos princípios fundamentais da Química e suas aplicações, usando exemplo de compostos orgânicos e inorgânicos. Ênfase à interface da Química com as diversas áreas do conhecimento. Introdução ao trabalho em laboratório de química. Observação e interpretação de fenômenos químicos através da realização de experimentos representativos que correlacionem o aspecto conceitual à vida cotidiana de uma maneira estimulante.",PPC-EP-06,"SO7 - uma habilidade de adquirir e aplicar novos conhecimentos conforme necessário, utilizando estratégias de aprendizagem apropriadas.","A disciplina QUIMICA GERAL TEORICA foi associada ao SO7 porque, conforme sua ementa, contribui para desenvolver a habilidade de buscar, selecionar e aplicar novos conhecimentos quando necessário, utilizando estratégias adequadas de aprendizagem ao longo da vida."
IQD0126,QUIMICA GERAL EXPERIMENTAL,"CARACTERIZACAO DA NATUREZA E DO PAPEL DAS INVESTIGACOES EXPERIMEN-TAIS EM QUIMICA. ESTUDO DE  MEDIDAS E DE  ALGARISMOS SIGNIFICATIVOS. DE-SENVOLVIMENTO DE HABILIDADES DE  MANUSEIO DE APARELHOS  VOLUMETRICOS, DESISTEMAS DE FILTRACAO, DE SISTEMAS DE DESTILACAO E DE PROCESSO QUIMICOS.DESENVOLVIMENTO DO  ESPIRITO DE  OBSERVACAO, ANALISE E  INTERPRETACAO DEFENOMENOS QUIMICOS. ESTUDO EXPERIMENTAL DE PROCESSOS QUIMICOS  ELEMENTA-RES.",PPC-EP-02,"SO1 - uma habilidade de identificar, formular e resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática.","A disciplina QUIMICA GERAL EXPERIMENTAL foi associada ao SO1 porque, conforme sua ementa, contribui para desenvolver a habilidade de resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática."
IQD0126,QUIMICA GERAL EXPERIMENTAL,"CARACTERIZACAO DA NATUREZA E DO PAPEL DAS INVESTIGACOES EXPERIMEN-TAIS EM QUIMICA. ESTUDO DE  MEDIDAS E DE  ALGARISMOS SIGNIFICATIVOS. DE-SENVOLVIMENTO DE HABILIDADES DE  MANUSEIO DE APARELHOS  VOLUMETRICOS, DESISTEMAS DE FILTRACAO, DE SISTEMAS DE DESTILACAO E DE PROCESSO QUIMICOS.DESENVOLVIMENTO DO  ESPIRITO DE  OBSERVACAO, ANALISE E  INTERPRETACAO DEFENOMENOS QUIMICOS. ESTUDO EXPERIMENTAL DE PROCESSOS QUIMICOS  ELEMENTA-RES.",PPC-EP-06,"SO1 - uma habilidade de identificar, formular e resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática.","A disciplina QUIMICA GERAL EXPERIMENTAL foi associada ao SO1 porque, conforme sua ementa, contribui para desenvolver a habilidade de resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática."
IQD0126,QUIMICA GERAL EXPERIMENTAL,"CARACTERIZACAO DA NATUREZA E DO PAPEL DAS INVESTIGACOES EXPERIMEN-TAIS EM QUIMICA. ESTUDO DE  MEDIDAS E DE  ALGARISMOS SIGNIFICATIVOS. DE-SENVOLVIMENTO DE HABILIDADES DE  MANUSEIO DE APARELHOS  VOLUMETRICOS, DESISTEMAS DE FILTRACAO, DE SISTEMAS DE DESTILACAO E DE PROCESSO QUIMICOS.DESENVOLVIMENTO DO  ESPIRITO DE  OBSERVACAO, ANALISE E  INTERPRETACAO DEFENOMENOS QUIMICOS. ESTUDO EXPERIMENTAL DE PROCESSOS QUIMICOS  ELEMENTA-RES.",PPC-EP-02,"SO2 - uma habilidade de aplicar o projeto de engenharia para produzir soluções que atendam a necessidades especificadas, considerando a saúde, a segurança e o bem-estar públicos, bem como fatores globais, culturais, sociais, ambientais e econômicos.","A disciplina QUIMICA GERAL EXPERIMENTAL foi associada ao SO2 porque, conforme sua ementa, contribui para desenvolver a habilidade de aplicar projeto de engenharia para propor soluções que atendam necessidades específicas considerando saúde, segurança, meio ambiente e contexto socioeconômico."
IQD0126,QUIMICA GERAL EXPERIMENTAL,"CARACTERIZACAO DA NATUREZA E DO PAPEL DAS INVESTIGACOES EXPERIMEN-TAIS EM QUIMICA. ESTUDO DE  MEDIDAS E DE  ALGARISMOS SIGNIFICATIVOS. DE-SENVOLVIMENTO DE HABILIDADES DE  MANUSEIO DE APARELHOS  VOLUMETRICOS, DESISTEMAS DE FILTRACAO, DE SISTEMAS DE DESTILACAO E DE PROCESSO QUIMICOS.DESENVOLVIMENTO DO  ESPIRITO DE  OBSERVACAO, ANALISE E  INTERPRETACAO DEFENOMENOS QUIMICOS. ESTUDO EXPERIMENTAL DE PROCESSOS QUIMICOS  ELEMENTA-RES.",PPC-EP-06,"SO2 - uma habilidade de aplicar o projeto de engenharia para produzir soluções que atendam a necessidades especificadas, considerando a saúde, a segurança e o bem-estar públicos, bem como fatores globais, culturais, sociais, ambientais e econômicos.","A disciplina QUIMICA GERAL EXPERIMENTAL foi associada ao SO2 porque, conforme sua ementa, contribui para desenvolver a habilidade de aplicar projeto de engenharia para propor soluções que atendam necessidades específicas considerando saúde, segurança, meio ambiente e contexto socioeconômico."
IQD0126,QUIMICA GERAL EXPERIMENTAL,"CARACTERIZACAO DA NATUREZA E DO PAPEL DAS INVESTIGACOES EXPERIMEN-TAIS EM QUIMICA. ESTUDO DE  MEDIDAS E DE  ALGARISMOS SIGNIFICATIVOS. DE-SENVOLVIMENTO DE HABILIDADES DE  MANUSEIO DE APARELHOS  VOLUMETRICOS, DESISTEMAS DE FILTRACAO, DE SISTEMAS DE DESTILACAO E DE PROCESSO QUIMICOS.DESENVOLVIMENTO DO  ESPIRITO DE  OBSERVACAO, ANALISE E  INTERPRETACAO DEFENOMENOS QUIMICOS. ESTUDO EXPERIMENTAL DE PROCESSOS QUIMICOS  ELEMENTA-RES.",PPC-EP-02,"SO6 - uma habilidade de desenvolver e conduzir experimentação apropriada, analisar e interpretar dados e usar o julgamento de engenharia para tirar conclusões.","A disciplina QUIMICA GERAL EXPERIMENTAL foi associada ao SO6 porque, conforme sua ementa, contribui para desenvolver a habilidade de planejar e conduzir experimentos, analisar e interpretar dados e usar julgamento de engenharia para tirar conclusões fundamentadas."
IQD0126,QUIMICA GERAL EXPERIMENTAL,"CARACTERIZACAO DA NATUREZA E DO PAPEL DAS INVESTIGACOES EXPERIMEN-TAIS EM QUIMICA. ESTUDO DE  MEDIDAS E DE  ALGARISMOS SIGNIFICATIVOS. DE-SENVOLVIMENTO DE HABILIDADES DE  MANUSEIO DE APARELHOS  VOLUMETRICOS, DESISTEMAS DE FILTRACAO, DE SISTEMAS DE DESTILACAO E DE PROCESSO QUIMICOS.DESENVOLVIMENTO DO  ESPIRITO DE  OBSERVACAO, ANALISE E  INTERPRETACAO DEFENOMENOS QUIMICOS. ESTUDO EXPERIMENTAL DE PROCESSOS QUIMICOS  ELEMENTA-RES.",PPC-EP-06,"SO6 - uma habilidade de desenvolver e conduzir experimentação apropriada, analisar e interpretar dados e usar o julgamento de engenharia para tirar conclusões.","A disciplina QUIMICA GERAL EXPERIMENTAL foi associada ao SO6 porque, conforme sua ementa, contribui para desenvolver a habilidade de planejar e conduzir experimentos, analisar e interpretar dados e usar julgamento de engenharia para tirar conclusões fundamentadas."
ECO0019,INTRODUÃ‡ÃƒO Ã€ ECONOMIA,"Discute-se, em caráter introdutório, questões metodológicas da ciência econômica, abordando, em seguintes temas: noções de microeconomia, estruturas de mercado, a demanda e a oferta; noções de macroeconomia, os agregados macroeconômicos, os modelos macroeconômicos simplificados; noções de economia monetária, as diferentes interpretações da inflação e políticas de estabilização; as relações econômicas internacionais, taxa de câmbio, balanço de pagamento, relações econômicas do Brasil com o resto do mundo e principais problemas atuais.",PPC-EP-01,"SO1 - uma habilidade de identificar, formular e resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática.","A disciplina INTRODUÇÃO À ECONOMIA foi associada ao SO1 porque, conforme sua ementa, contribui para desenvolver a habilidade de resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática."
ECO0019,INTRODUÃ‡ÃƒO Ã€ ECONOMIA,"Discute-se, em caráter introdutório, questões metodológicas da ciência econômica, abordando, em seguintes temas: noções de microeconomia, estruturas de mercado, a demanda e a oferta; noções de macroeconomia, os agregados macroeconômicos, os modelos macroeconômicos simplificados; noções de economia monetária, as diferentes interpretações da inflação e políticas de estabilização; as relações econômicas internacionais, taxa de câmbio, balanço de pagamento, relações econômicas do Brasil com o resto do mundo e principais problemas atuais.",PPC-EP-03,"SO1 - uma habilidade de identificar, formular e resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática.","A disciplina INTRODUÇÃO À ECONOMIA foi associada ao SO1 porque, conforme sua ementa, contribui para desenvolver a habilidade de resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática."
EPR0064,ENGENHARIA ECONÃ”MICA,"Valor do dinheiro no tempo.  Introdução à micro-economia e à macro-economia.  Sistemas de amortização de empréstimos  Métodos de Análise de Investimento (Valor Presente, Taxa Interna de Retorno, payback)  Fluxo de Caixa, taxa de desconto (WACC),  depreciação e imposto de renda Custo capitalizado Custo do capital investido Equivalência entre capitais. Valor da empresa Gradiente aritmético e geométrico Aplicações e operações financeiras. Matemática financeira. Tributos. Amortização de Empréstimos (Sistema Francês, Sistema de Amortização Constante). Tecnologia de Produção e Estrutura de Mercado. Monopólio e Oligopólio. Fusões e Aquisições. Regulação.",PPC-EP-01,"SO1 - uma habilidade de identificar, formular e resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática.","A disciplina ENGENHARIA ECONÔMICA foi associada ao SO1 porque, conforme sua ementa, contribui para desenvolver a habilidade de resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática."
EPR0064,ENGENHARIA ECONÃ”MICA,"Valor do dinheiro no tempo.  Introdução à micro-economia e à macro-economia.  Sistemas de amortização de empréstimos  Métodos de Análise de Investimento (Valor Presente, Taxa Interna de Retorno, payback)  Fluxo de Caixa, taxa de desconto (WACC),  depreciação e imposto de renda Custo capitalizado Custo do capital investido Equivalência entre capitais. Valor da empresa Gradiente aritmético e geométrico Aplicações e operações financeiras. Matemática financeira. Tributos. Amortização de Empréstimos (Sistema Francês, Sistema de Amortização Constante). Tecnologia de Produção e Estrutura de Mercado. Monopólio e Oligopólio. Fusões e Aquisições. Regulação.",PPC-EP-02,"SO1 - uma habilidade de identificar, formular e resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática.","A disciplina ENGENHARIA ECONÔMICA foi associada ao SO1 porque, conforme sua ementa, contribui para desenvolver a habilidade de resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática."
EPR0064,ENGENHARIA ECONÃ”MICA,"Valor do dinheiro no tempo.  Introdução à micro-economia e à macro-economia.  Sistemas de amortização de empréstimos  Métodos de Análise de Investimento (Valor Presente, Taxa Interna de Retorno, payback)  Fluxo de Caixa, taxa de desconto (WACC),  depreciação e imposto de renda Custo capitalizado Custo do capital investido Equivalência entre capitais. Valor da empresa Gradiente aritmético e geométrico Aplicações e operações financeiras. Matemática financeira. Tributos. Amortização de Empréstimos (Sistema Francês, Sistema de Amortização Constante). Tecnologia de Produção e Estrutura de Mercado. Monopólio e Oligopólio. Fusões e Aquisições. Regulação.",PPC-EP-03,"SO1 - uma habilidade de identificar, formular e resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática.","A disciplina ENGENHARIA ECONÔMICA foi associada ao SO1 porque, conforme sua ementa, contribui para desenvolver a habilidade de resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática."
EPR0064,ENGENHARIA ECONÃ”MICA,"Valor do dinheiro no tempo.  Introdução à micro-economia e à macro-economia.  Sistemas de amortização de empréstimos  Métodos de Análise de Investimento (Valor Presente, Taxa Interna de Retorno, payback)  Fluxo de Caixa, taxa de desconto (WACC),  depreciação e imposto de renda Custo capitalizado Custo do capital investido Equivalência entre capitais. Valor da empresa Gradiente aritmético e geométrico Aplicações e operações financeiras. Matemática financeira. Tributos. Amortização de Empréstimos (Sistema Francês, Sistema de Amortização Constante). Tecnologia de Produção e Estrutura de Mercado. Monopólio e Oligopólio. Fusões e Aquisições. Regulação.",PPC-EP-06,"SO1 - uma habilidade de identificar, formular e resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática.","A disciplina ENGENHARIA ECONÔMICA foi associada ao SO1 porque, conforme sua ementa, contribui para desenvolver a habilidade de resolver problemas complexos de engenharia aplicando princípios de engenharia, ciência e matemática."
EPR0064,ENGENHARIA ECONÃ”MICA,"Valor do dinheiro no tempo.  Introdução à micro-economia e à macro-economia.  Sistemas de amortização de empréstimos  Métodos de Análise de Investimento (Valor Presente, Taxa Interna de Retorno, payback)  Fluxo de Caixa, taxa de desconto (WACC),  depreciação e imposto de renda Custo capitalizado Custo do capital investido Equivalência entre capitais. Valor da empresa Gradiente aritmético e geométrico Aplicações e operações financeiras. Matemática financeira. Tributos. Amortização de Empréstimos (Sistema Francês, Sistema de Amortização Constante). Tecnologia de Produção e Estrutura de Mercado. Monopólio e Oligopólio. Fusões e Aquisições. Regulação.",PPC-EP-01,"SO2 - uma habilidade de aplicar o projeto de engenharia para produzir soluções que atendam a necessidades especificadas, considerando a saúde, a segurança e o bem-estar públicos, bem como fatores globais, culturais, sociais, ambientais e econômicos.","A disciplina ENGENHARIA ECONÔMICA foi associada ao SO2 porque, conforme sua ementa, contribui para desenvolver a habilidade de aplicar projeto de engenharia para propor soluções que atendam necessidades específicas considerando saúde, segurança, meio ambiente e contexto socioeconômico."
EPR0064,ENGENHARIA ECONÃ”MICA,"Valor do dinheiro no tempo.  Introdução à micro-economia e à macro-economia.  Sistemas de amortização de empréstimos  Métodos de Análise de Investimento (Valor Presente, Taxa Interna de Retorno, payback)  Fluxo de Caixa, taxa de desconto (WACC),  depreciação e imposto de renda Custo capitalizado Custo do capital investido Equivalência entre capitais. Valor da empresa Gradiente aritmético e geométrico Aplicações e operações financeiras. Matemática financeira. Tributos. Amortização de Empréstimos (Sistema Francês, Sistema de Amortização Constante). Tecnologia de Produção e Estrutura de Mercado. Monopólio e Oligopólio. Fusões e Aquisições. Regulação.",PPC-EP-02,"SO2 - uma habilidade de aplicar o projeto de engenharia para produzir soluções que atendam a necessidades especificadas, considerando a saúde, a segurança e o bem-estar públicos, bem como fatores globais, culturais, sociais, ambientais e econômicos.","A disciplina ENGENHARIA ECONÔMICA foi associada ao SO2 porque, conforme sua ementa, contribui para desenvolver a habilidade de aplicar projeto de engenharia para propor soluções que atendam necessidades específicas considerando saúde, segurança, meio ambiente e contexto socioeconômico."
